SMILES,HOMO,LUMO,S1,T1
C12=CC=CC(C3=C(C=CC=C4)C4=C(C5=CC(C(C=CC=C6)=C6O7)=C7C=C5)C8=C3C=CC=C8)=C1C(C9=C(C=CC=C%10)C%10=C(C%11=CC=C(OC%12=C%13C=CC=C%12)C%13=C%11)C%14=C9C=CC=C%14)=CC=C2,-5.0166826248168945,-1.802614450454712,2.821817636489868,1.6113826036453247
C12=CC=CC(C3=CC=C(C4=C(C=CC=C5)C5=C(C6=CC(C(C=CC=C7)=C7O8)=C8C=C6)C9=C4C=CC=C9)C=C3)=C1C(C%10=CC=C(C%11=C(C=CC=C%12)C%12=C(C%13=CC=C(OC%14=C%15C=CC=C%14)C%15=C%13)C%16=C%11C=CC=C%16)C=C%10)=CC=C2,-5.1785993576049805,-1.848345398902893,2.9872312545776367,1.657249927520752
